game,feature,abs_corr,signed_corr,missing_rate,nonzero_rate
Solid,[general]player_movement,0.14837838179785162,0.14837838179785162,0.0,0.9931670972331423
Solid,visible_bot_count,0.1241463499994239,-0.1241463499994239,0.0,0.4316148114867648
Solid,[general]bot_count,0.1241463499994239,-0.1241463499994239,0.0,0.4316148114867648
Solid,[general]activity,0.1208189509238843,0.1208189509238843,0.0,0.9694672207870006
Solid,idle_time,0.12081895092388427,-0.12081895092388427,0.0,0.07577969972668389
Solid,[general]bot_diversity,0.11177860125065335,-0.11177860125065335,0.0,0.4316148114867648
Solid,[general]event_intensity,0.10507978645695612,0.10507978645695612,0.0,0.3043356172076828
Solid,[general]event_diversity,0.10126091326689,0.10126091326689,0.0,0.3043356172076828
TinyCars,[general]score,0.1717431271171507,0.1717431271171507,0.0,0.953834486681202
TinyCars,player_score,0.1717431271171507,0.1717431271171507,0.0,0.953834486681202
TinyCars,[general]activity,0.12990666816272248,0.12990666816272248,0.0,0.9603943501753721
TinyCars,idle_time,0.1299066681627224,-0.1299066681627224,0.0,0.09566783581382121
TinyCars,[general]player_movement,0.098987392480299,0.098987392480299,0.0,0.9691345151199166
TinyCars,[general]input_intensity,0.08346158191401301,0.08346158191401301,0.0,0.9602237178879515
TinyCars,key_press_count,0.08346158191401301,0.08346158191401301,0.0,0.9602237178879515
TinyCars,visible_bot_count,0.055121682423116915,-0.055121682423116915,0.0,0.45014693335861217
TinyCars,[general]bot_count,0.055121682423116915,-0.055121682423116915,0.0,0.45014693335861217
TinyCars,[general]bot_diversity,0.04875267166737575,-0.04875267166737575,0.0,0.44100862641008626
TopDown,[general]score,0.47938803879898284,0.47938803879898284,0.0,0.8505316811670621
TopDown,player_score,0.47938803879898284,0.47938803879898284,0.0,0.8505316811670621
TopDown,player_health,0.3015838079485166,-0.3015838079485166,0.0,0.9435099745144565
TopDown,[general]event_intensity,0.1961818311688361,0.1961818311688361,0.0,0.4403901924597944
TopDown,[general]event_diversity,0.17064327606152213,0.17064327606152213,0.0,0.4403901924597944
TopDown,visible_bot_count,0.16789239018155203,-0.16789239018155203,0.0,0.7674839616838035
TopDown,[general]bot_count,0.16789239018155203,-0.16789239018155203,0.0,0.7674839616838035
TopDown,bot_health,0.16227216429802685,-0.16227216429802685,0.0,0.7669390983390456
TopDown,[general]input_diversity,0.15348142119897365,0.15348142119897365,0.0,0.8862465946040953
TopDown,[general]input_intensity,0.1511263117545346,0.1511263117545346,0.0,0.8862465946040953
